	c-value	ngram
934	6.0	в_pr векторный_a форма_s
101	6.0	λ_λ λ_λ λ_λ
936	6.0	параметрический_a уравнение_s прямой_a
392	6.0	в_pr система_s координата_s
937	6.0	определяться_v по_pr формула_s
907	6.0	называться_v линейно_adv независимый_a
906	6.0	определитель_s го_s порядок_s
858	6.0	то есть_adv при_pr
849	6.0	доказать_v что_conj сумма_s
875	6.0	с_pr действительный_a коэффициент_s
75	6.0	π_π π_π π_π
382	6.0	быть_v линейный_a комбинация_s
874	6.0	разложить_v на_pr множитель_s
879	6.0	дробно_adv линейный_a отображение_s
873	6.0	метод_s неопределенный_a коэффициент_s
881	6.0	вычисляться_v по_pr формула_s
882	6.0	уравнение_s решить_v уравнение_s
884	6.0	как_conj в_pr задача_s
440	6.0	необходимый_a достаточный_a условие_s
888	6.0	то есть_adv существовать_v
890	6.0	характеристический_a уравнение_s иметь_v
869	6.0	многочлен_s такой_a что_conj
949	6.0	множество_s решение_s уравнение_s
891	6.0	находиться_v по_pr формула_s
876	6.0	в виде_pr многочлен_s
816	6.0	взять_v в качестве_pr
895	6.0	очевидно_adv что_conj при_pr
896	6.0	иметь_v вид_s в_pr
406	6.0	заметить_v что_conj в_pr
866	6.0	ставить_v в_pr соответствие_s
819	6.0	наименьший_a общий_a кратный_a
822	6.0	один_a из_pr который_a
899	6.0	б_part б_part б_part
432	6.0	тогда_adv иметь_v место_s
901	6.0	система_s алгебраический_a уравнение_s
903	6.0	общий_a уравнение_s плоскость_s
904	6.0	угол_s между_pr плоскость_s
905	6.0	определитель_s второй_a порядок_s
402	6.0	математический_a анализ_s в_pr
945	6.0	равный_a нуль_s если_conj
989	6.0	общий_a решение_s линейный_a
954	6.0	первый_a уравнение_s система_s
988	6.0	линейный_a неоднородный_a уравнение_s
991	6.0	иметь_v следующий_a вид_s
992	6.0	предел_s в_pr точка_s
995	6.0	двойной_a интеграл_s от_pr
592	6.0	задача_s пусть_part функция_s
585	6.0	по_pr условшо_adv задача_s
300	6.0	уравнение_s с_pr один_a
576	6.0	эквивалентный_a система_s уравнение_s
560	6.0	свойство_s смешанный_a произведение_s
557	6.0	вектор_s в_pr базис_s
955	6.0	система_s м получить_v
544	6.0	декартов_a система_s координата_s
539	6.0	корень_s характеристический_a уравнение_s
530	6.0	разложение_s на_pr множитель_s
342	6.0	тогда_adv по_pr теорема_s
525	6.0	в_pr точка_s в_pr
368	6.0	корень_s степень_s из_pr
470	6.0	корень_s привести_partcp квадратный_a
218	6.0	что_conj аналитический_a геометрия_s
554	6.0	общий_a решение_s однородный_a
976	6.0	у_pr т_s у_pr
958	6.0	полный_a квадратный_a уравнение_s
978	6.0	задача_s пусть_part фуниция_s
977	6.0	система_s коор_s дината_s
966	6.0	достаточный_a условие_s экстремум_s
980	6.0	так же_adv как_conj
974	6.0	і_і ж_part у_pr
972	6.0	таким образом_adv чтобы_conj
971	6.0	в_pr скалярный_a произведение_s
970	6.0	комплексный_a ряд_s фурье_s
986	6.0	функция_s дифференцировать_partcp на_pr
982	6.0	точка_s локальный_a максимум_s
969	6.0	дифференциальный_a уравнение_s с_pr
985	6.0	формула_s ньютон_s лейбниц_s
979	6.0	разрыв_s первый_a род_s
517	5.909090909090909	простой_a число_s вид_s
403	5.9	если_conj функция_s непрерывный_a
2189	5.876516946564999	алгоритм_s евклид_s основной_a теорема_s арифметика_s
2167	5.876516946564999	алгоритм_s евклид_s основной_a теорема_s арифметика_s
1337	5.876516946564999	алгоритм_s евклид_s основной_a теорема_s арифметика_s
433	5.875	иметь_v место_s следующий_a
438	5.842105263157895	евклид_s для_pr многочлен_s
494	5.833333333333334	функция_s определить_partcp непрерывный_a
2943	5.807354922057604	р_s свойство_s линия_s второй_a порядок_s на_pr плоскость_s
1039	5.807354922057604	р_s свойство_s линия_s второй_a порядок_s на_pr плоскость_s
576	5.807354922057604	р_s свойство_s линия_s второй_a порядок_s на_pr плоскость_s
1808	5.807354922057604	китайский_a теорема_s об_pr остаток_s
1788	5.807354922057604	китайский_a теорема_s об_pr остаток_s
1024	5.807354922057604	р_s свойство_s линия_s второй_a порядок_s на_pr плоскость_s
2591	5.807354922057604	р_s свойство_s линия_s второй_a порядок_s на_pr плоскость_s
171	5.797956224055355	доказать_partcp аналитический_a геометрия_s линейный_a
1400	5.797956224055355	доказать_partcp аналитический_a геометрия_s линейный_a
115	5.78135971352466	вид_s аналитический_a геометрия_s линейный_a алгебра_s
